HEDRES	CULTPOS	WEALTH	PARED	HISEI
0.57	0.12	-0.01	-0.36	0.04
-0.10	0.90	0.22	0.98	-0.69
-0.43	0.33	0.84	0.53	-0.53
0.00	-1.58	-0.56	-1.25	-0.42
1.14	0.18	0.25	-1.25	2.05
-0.44	0.08	-0.71	0.53	2.27
-2.20	0.50	-2.23	-1.25	1.56
0.28	0.03	1.75	1.43	1.17
0.57	0.78	0.51	0.53	0.29
-0.74	-0.64	-1.11	-1.25	0.29
-0.10	0.67	0.07	1.43	1.67
-0.10	-0.28	-0.38	-0.36	-0.36
-0.10	-0.24	0.77	-1.25	0.04
1.57	1.26	1.93	1.43	2.38
1.57	0.41	0.96	-0.36	0.04
-0.10	0.41	0.01	1.43	2.27
1.57	1.57	1.56	1.43	-0.26
-0.10	-0.24	0.34	0.98	-0.31
1.57	0.59	1.22	0.53	-0.36
0.07	-1.58	0.43	1.43	2.38
0.45	1.05	0.88	1.43	2.22
-1.04	-1.58	0.34	0.53	1.45
-0.74	0.67	-0.17	-1.48	-1.30
1.57	0.61	0.73	1.43	2.49
1.57	-1.11	0.41	1.43	0.90
1.57	1.26	1.47	1.43	2.00
0.57	0.59	0.07	-0.36	1.28
0.45	0.69	0.72	1.43	2.55
-0.10	0.03	0.89	1.43	1.72
0.45	0.03	1.61	1.43	1.89
0.57	-0.24	0.34	0.98	0.90
0.45	0.41	1.02	1.43	1.56
0.57	0.50	0.31	-0.36	0.84
-0.10	1.26	1.06	-1.48	-0.31
0.28	0.03	0.73	0.98	0.04
0.57	0.33	0.39	-0.36	-0.31
0.57	0.39	-0.03	-1.25	-1.30
0.57	0.41	0.01	-1.25	1.17
1.57	1.06	1.05	0.98	2.27
-1.14	-0.24	-0.20	-1.25	-0.31
-0.74	-0.24	-0.86	0.98	0.04
-0.10	-1.58	1.15	0.98	-0.04
-0.10	0.10	0.26	-0.36	0.13
1.57	0.78	0.07	0.98	2.00
-1.04	-0.24	-1.75	-1.25	-1.13
0.45	1.06	0.66	0.53	0.04
0.57	0.33	0.43	-1.25	-0.58
0.45	-0.19	0.19	-0.36	-0.69
-0.10	0.78	0.85	0.98	0.40
1.57	0.78	0.17	0.98	0.40
0.57	0.48	0.57	-0.36	-0.53
-0.10	0.59	0.43	-1.25	-0.69
0.57	0.67	0.91	0.53	-0.42
1.57	-1.58	0.60	-0.36	-0.31
0.07	0.90	0.01	0.98	0.51
0.57	0.43	1.27	0.98	1.12
1.57	-1.11	0.29	0.98	0.29
0.57	-0.39	0.03	-0.36	0.04
-0.01	-0.17	-0.35	-1.25	-0.04
0.40	1.26	0.58	-1.25	0.04
0.60	0.33	-0.55	-1.25	-0.58
-0.69	0.67	-1.66	-1.25	-1.30
-0.10	0.39	3.22	-0.36	-0.04
-2.20	-0.19	-2.12	-1.25	-1.08
-0.10	0.43	0.18	-1.25	0.40
-0.10	-0.01	0.52	0.98	1.61
0.45	0.35	0.09	-0.36	0.04
0.45	0.69	0.45	-0.36	0.29
-0.10	0.67	-0.02	-0.36	-0.04
1.57	0.35	0.92	-1.25	-0.42
1.57	2.89	1.35	0.53	0.79
-0.10	0.59	-0.96	0.98	-0.80
-0.10	-0.15	0.50	-1.25	1.61
0.45	0.33	-0.58	-1.25	0.40
-0.10	0.41	0.34	-1.25	-0.97
1.57	1.26	0.41	-0.36	-0.80
-1.04	-0.64	-0.58	-1.25	-0.80
-0.08	-1.58	-0.10	-1.25	-0.26
0.45	-1.11	-0.13	-0.36	-0.31
0.45	-0.18	1.05	-0.36	-0.47
-2.20	-0.10	-2.39	-1.48	0.04
0.03	0.03	0.02	1.43	0.04
0.03	0.03	0.02	0.01	0.04
-1.14	0.69	-0.09	0.53	0.04
-0.74	-1.11	-1.41	1.43	0.04
-0.37	-1.58	-3.23	0.53	-1.30
-1.40	-0.24	-1.35	-0.36	-1.30
-0.43	-1.11	-0.46	-0.36	0.57
-1.49	-1.14	-2.23	-1.25	-1.30
0.28	0.03	0.11	-1.25	-0.47
-0.43	0.67	0.57	0.98	0.04
-0.38	-0.49	-0.32	0.53	0.13
1.57	0.43	1.10	0.98	-0.31
-0.10	0.80	1.44	0.53	1.56
-0.10	-0.24	-0.42	-1.25	-0.36
1.57	-0.52	0.19	0.98	1.56
1.14	0.03	1.73	0.98	-0.26
0.45	-0.64	0.12	1.43	0.90
-0.10	-1.11	1.11	-0.36	1.23
0.03	0.03	1.52	1.43	2.44
-0.10	-0.52	-0.47	0.53	-0.04
-0.72	-1.58	-0.41	1.43	2.27
-0.43	-0.15	0.20	0.98	1.56
1.57	1.57	1.19	1.43	2.55
1.57	1.26	0.23	1.43	2.55
-0.10	0.14	0.09	-1.25	-0.53
0.57	0.22	1.11	0.98	0.90
-0.01	1.26	-0.32	-0.36	-1.30
1.14	1.57	0.66	1.43	-0.58
1.57	1.06	0.49	-1.25	-0.69
-1.14	-1.58	-0.78	-1.25	1.12
-0.10	-0.19	1.52	1.43	1.67
-1.04	1.26	-0.56	0.98	-0.09
0.57	1.57	1.47	1.43	2.16
1.57	1.06	0.06	-0.36	-1.13
1.57	-0.39	-0.99	-1.25	0.90
-1.37	-0.24	-1.99	0.53	-1.30
1.57	1.26	0.70	-1.25	-1.30
-0.74	-0.10	-0.98	-0.36	-0.04
-0.99	-1.58	-1.28	-1.25	-1.30
-1.29	-0.19	-0.69	-1.25	-1.30
0.57	-0.10	-0.55	-1.25	-0.09
-2.20	-1.58	0.19	-1.25	-0.69
-1.60	0.33	-1.77	-0.36	0.04
-0.39	0.14	-1.01	-1.25	-1.30
-1.40	0.69	-2.12	-1.25	-1.30
-0.39	0.59	-0.49	-1.25	-1.30
-0.81	0.33	-1.07	-1.25	-0.97
-0.10	-0.49	0.06	-1.25	-0.80
-0.74	0.59	-0.64	-1.48	-0.58
-0.74	-0.24	-1.65	-1.25	0.04
0.60	0.08	-0.20	-0.36	-0.31
-0.08	-1.11	0.45	-0.36	-0.47
0.57	1.26	0.83	0.53	0.40
-0.10	-0.24	-0.35	-0.36	1.61
-0.74	0.78	0.12	-1.25	0.40
-0.10	-1.58	-0.60	-1.25	0.04
0.45	-0.08	1.09	-1.25	-0.80
-0.72	0.33	-0.86	-1.25	0.46
-0.01	-0.18	0.86	1.43	-0.09
1.57	1.26	1.75	1.43	0.84
0.45	1.26	1.09	0.98	0.07
-0.10	-1.11	-0.25	0.53	-0.26
1.57	-0.08	1.75	1.43	2.44
0.57	1.57	-0.32	0.53	-0.69
-0.92	-1.58	-0.53	0.98	-1.30
-0.67	0.10	-0.26	-1.25	-1.30
0.45	0.39	0.21	-0.36	1.17
0.45	1.26	-0.05	-0.36	-0.64
0.45	0.90	-0.28	0.53	0.84
0.72	-0.64	-0.28	-1.25	-1.30
-3.34	-1.58	-2.11	-1.25	-0.42
-1.00	0.33	-1.47	0.98	0.04
-0.39	1.57	-0.36	0.53	-0.42
-1.60	0.14	-2.04	-1.25	0.04
-0.44	0.14	-0.26	0.98	0.04
-0.10	-0.24	-0.24	1.43	2.00
-0.10	0.10	-0.56	0.53	-1.13
-0.74	-0.24	-0.27	0.53	0.04
-0.74	0.33	-0.48	0.98	-0.69
1.57	0.12	-0.35	0.53	-0.80
-0.10	-0.24	0.11	0.98	2.27
0.60	1.57	1.26	-1.25	1.17
-0.10	0.56	1.09	1.43	1.56
0.03	0.03	0.02	0.01	0.04
-0.96	0.35	0.23	0.53	-0.31
-1.04	1.06	-0.72	0.98	1.12
-1.04	-0.52	-1.10	1.43	1.56
-2.20	-0.64	-1.85	-1.48	0.04
-1.40	-1.11	-2.12	1.43	-1.13
1.57	-0.24	-0.27	0.53	0.13
-1.51	-0.19	-1.01	-1.25	-0.53
1.57	0.90	0.27	-0.36	1.94
0.11	0.03	-0.27	0.53	-1.08
-0.44	0.59	-1.11	0.98	-0.36
-0.39	-1.58	-0.49	-0.36	-0.04
-1.60	0.50	-1.04	0.53	0.18
-0.39	-0.32	-0.09	0.98	1.94
-0.44	-0.08	-1.66	1.43	-0.04
-0.12	-1.58	-0.79	-1.25	-0.69
-0.10	-0.19	-0.97	-0.36	-1.13
-1.04	0.08	-0.48	-1.25	-1.13
-1.51	-1.58	-1.41	0.98	0.04
-1.32	-1.11	-1.06	-1.25	-1.30
-2.20	-1.58	-0.32	-1.25	0.40
-0.39	-1.58	0.34	-1.25	-0.31
-1.39	-1.58	0.03	0.98	-1.30
-0.10	0.39	0.50	0.53	-0.31
1.57	-0.19	-0.13	-1.25	-1.08
-0.44	-0.19	-0.78	1.43	1.56
-0.44	-0.01	-1.41	-1.25	-0.64
-0.01	0.34	-0.18	0.98	0.90
-0.12	-0.17	-1.07	-1.25	-1.30
-0.10	0.22	0.46	-1.25	-0.58
-1.13	-1.58	-0.48	-1.25	-1.08
-0.44	-0.64	-1.08	-0.36	-1.30
-0.51	0.67	0.52	-0.36	0.04
-3.34	-1.58	-3.23	-0.36	0.04
-0.74	0.14	-0.52	-0.36	0.04
-0.74	0.41	-1.55	0.98	-0.36
-0.74	-1.58	-0.97	-1.25	0.04
0.45	-0.52	0.04	-1.25	0.40
-0.01	0.59	-0.68	0.53	-0.58
-1.06	-0.19	-0.55	-1.48	-0.69
-1.14	0.69	-1.42	-1.25	-0.80
0.45	1.06	1.52	1.43	2.82
-0.74	-0.64	-0.53	0.53	-0.58
-0.10	0.69	2.19	0.53	0.04
0.45	0.59	1.04	0.53	0.04
1.57	1.57	1.21	1.43	2.49
0.45	2.89	4.22	0.53	-0.64
-0.10	-0.01	2.23	1.43	1.89
-0.10	0.33	-0.56	0.53	-0.80
-0.33	-0.15	-1.13	-0.36	-0.69
-0.39	0.14	0.28	-1.25	0.04
-0.44	0.32	0.88	1.43	-1.30
-0.52	0.08	-0.06	-0.36	0.04
-0.74	-0.24	-0.66	-0.36	-1.08
-0.99	-1.58	-0.34	1.43	-0.31
-2.01	-1.58	-0.92	-0.36	-0.58
0.45	0.78	1.80	1.43	1.23
1.57	1.26	0.99	0.98	-0.58
-0.44	-0.19	-0.02	0.98	-1.08
0.45	-0.39	0.41	-0.36	-0.31
0.08	-1.58	0.49	1.43	0.04
1.57	2.89	1.08	0.53	1.01
-0.41	-1.58	-0.23	-1.25	-0.26
-0.44	-0.28	1.57	-1.25	-0.69
-0.32	1.06	-1.35	0.53	0.04
-1.51	-1.58	-0.05	-1.25	0.40
-0.10	-1.58	-0.50	0.98	-0.42
0.11	-1.58	0.36	-1.25	1.23
0.03	0.03	0.39	0.53	-0.80
-0.62	-1.58	0.45	0.53	-0.80
0.57	0.90	1.15	0.98	0.90
0.45	2.89	1.53	0.53	1.83
0.03	0.03	-0.29	1.43	-0.26
1.57	2.89	2.51	1.43	2.44
1.14	2.89	0.32	0.53	-0.64
1.57	1.06	0.65	0.98	-0.04
0.09	0.39	0.94	0.98	0.04
-2.20	0.67	-1.39	-1.48	-0.04
-0.26	1.26	0.07	-0.36	0.04
1.57	2.89	2.27	1.43	2.27
-0.74	-0.19	-0.01	0.98	-0.31
1.11	0.03	0.02	1.43	0.04
-1.51	-0.19	-0.65	-1.25	-1.30
-0.76	-1.58	-0.99	0.98	-0.53
-0.81	-0.17	-0.33	0.98	-1.30
-0.74	-0.19	-1.15	-0.36	-0.64
-0.39	1.06	0.35	0.98	-0.04
-0.10	0.14	-0.62	0.53	-1.30
-1.04	-1.58	-0.62	-0.36	-1.30
-0.74	0.78	-0.61	-0.36	-0.53
-0.74	0.59	-0.55	-0.36	-1.30
-0.74	0.33	-0.07	-0.36	-0.36
-1.40	-1.58	-2.12	-1.25	-1.30
-0.74	-0.19	-0.94	-1.25	2.00
-2.20	-1.58	-3.23	-1.25	-1.30
-3.34	-1.58	-1.11	-1.48	-1.30
-0.67	0.14	-1.35	-1.25	2.00
-0.98	-0.24	-2.39	0.53	-0.31
-0.10	-1.11	-0.89	0.53	0.04
-1.14	-0.19	-0.61	1.43	1.45
-1.82	-1.58	-1.66	1.43	-0.31
-0.76	-0.24	-1.18	-1.25	-1.13
0.45	1.57	0.30	1.43	2.00
-0.74	0.20	-0.34	1.43	1.23
0.57	1.26	1.99	0.53	-0.64
-0.74	0.16	-1.43	-0.36	-0.04
0.07	-0.19	-1.75	1.43	-0.09
-0.10	0.33	-0.99	1.43	-1.30
0.00	0.67	-0.91	-1.25	0.04
-1.55	-1.58	-2.12	-0.36	-0.26
-0.99	-0.52	-1.41	-1.25	-0.69
-1.01	0.39	0.07	0.53	0.04
-0.74	0.41	-0.75	-0.36	0.40
-0.99	0.33	-0.79	-1.25	-1.13
-0.44	-0.19	-1.07	-1.25	-1.13
-1.60	-1.58	-2.23	-1.25	-0.64
-1.51	0.16	-2.29	0.98	-0.42
1.57	0.59	0.48	0.98	-0.42
0.72	-0.24	-0.33	-0.36	-1.13
-0.32	-1.58	-0.14	0.53	-0.64
-0.78	-1.58	-0.76	0.53	-0.58
-0.10	0.59	0.50	-0.36	-1.08
-0.91	-0.19	-0.04	-1.25	-1.13
1.57	-0.49	0.21	-1.48	-0.42
-0.10	-0.10	-0.04	-0.36	-0.47
-3.34	-1.58	-0.73	-1.25	-0.04
0.60	-1.58	0.98	1.43	2.27
-0.62	-1.11	-0.04	-1.25	-0.47
1.57	1.06	0.04	0.98	-0.58
0.57	-1.58	0.34	-0.36	-0.20
0.57	-1.58	-0.13	-0.36	-0.31
-0.62	-0.39	-0.25	-1.25	-0.31
1.05	0.03	1.46	1.43	1.45
0.40	-0.52	0.07	0.53	-0.69
-1.82	-0.39	-1.41	-1.25	-0.97
-0.98	-0.39	0.69	-1.25	-0.04
-0.74	0.67	1.05	-0.36	0.90
-0.39	-1.58	-1.12	-1.25	-0.04
-0.19	-1.58	-0.87	0.53	-0.69
-0.72	1.06	-0.96	-0.36	0.04
0.57	-0.64	-0.39	-1.25	-0.80
-0.32	0.43	-0.38	-0.36	-1.13
-0.99	-1.58	-1.10	0.53	0.04
-0.74	-0.84	-0.88	0.53	-0.09
-1.00	-1.58	-1.41	-1.25	-0.69
-1.14	0.22	-2.23	-0.36	-1.30
-1.04	0.33	-0.90	-1.25	-1.30
-1.14	0.33	-1.17	-0.36	0.04
-1.14	-0.06	-0.84	-0.36	-1.13
-0.74	-0.05	-0.37	0.98	-0.09
-0.43	-0.15	0.16	1.43	-1.30
-1.13	0.08	-1.66	0.53	-1.30
-2.17	-0.19	-2.12	-1.25	-1.13
-0.74	-0.19	-1.20	0.53	-0.69
0.45	0.41	-0.26	-0.36	0.40
-0.01	1.06	0.21	-0.36	1.23
1.57	1.06	1.51	-0.36	-0.04
1.14	0.79	0.25	-0.36	1.45
0.57	-1.11	1.03	0.98	-0.64
1.57	0.90	1.76	1.43	2.00
0.57	0.33	0.45	1.43	2.00
1.56	1.36	-0.30	1.43	2.71
0.45	0.08	0.27	-1.25	0.04
-0.01	-1.11	-0.08	0.98	-0.53
-0.10	0.12	-0.42	0.53	-0.04
1.57	1.26	0.76	-0.36	-0.58
-0.99	-1.58	-0.56	-1.25	-0.69
0.03	0.03	0.02	0.01	0.04
-1.04	-1.11	-0.19	1.43	2.27
0.45	-0.39	1.19	0.98	-0.58
-0.10	-0.64	-0.21	0.98	-0.36
-0.10	0.56	0.06	0.98	-0.42
1.57	2.89	2.10	0.98	0.04
1.57	0.56	2.07	-0.36	-0.58
-0.44	-1.58	-1.42	-0.36	-1.13
-0.57	0.61	0.12	1.43	-0.04
1.57	1.26	1.39	0.98	-0.04
0.45	-0.10	0.15	-0.36	-0.53
-0.39	-1.14	-0.55	-1.25	-0.36
-0.10	-0.10	0.96	1.43	-0.26
-0.26	-1.58	-0.06	1.43	-0.58
-0.74	0.41	0.48	0.98	0.68
0.45	-1.11	0.83	0.98	-0.42
1.57	0.69	0.77	0.53	-1.30
-0.74	0.50	-0.55	-0.36	-0.64
-0.44	-1.58	0.96	0.98	1.01
-0.10	0.59	0.32	1.43	0.04
0.57	1.06	0.04	-1.25	-1.13
-0.44	0.59	-0.27	-1.25	-0.58
-0.74	-0.18	-0.67	0.53	-0.69
-0.74	-1.58	-1.05	0.53	-0.42
-0.74	-0.24	-1.05	-0.36	-0.31
-0.10	0.33	-0.18	0.53	-0.58
-0.67	-0.49	-0.59	0.98	-0.31
1.57	0.78	0.77	0.53	2.27
-0.10	0.48	0.27	-0.36	-1.24
0.45	0.59	0.58	0.53	2.27
-0.10	-1.58	0.19	-0.36	-0.26
0.45	-0.10	-0.30	-0.36	-0.42
-0.10	-0.15	-0.80	0.53	-0.42
0.57	0.41	1.48	-0.36	-1.02
-0.10	1.26	0.08	0.98	-0.47
0.57	-0.84	0.29	-0.36	-0.80
-0.10	1.05	-0.36	-0.36	-0.80
1.57	0.52	0.05	0.98	-0.75
-0.10	-1.58	-1.38	-0.36	1.23
-0.32	-0.19	-1.17	-1.48	-0.69
0.60	2.11	0.87	0.98	1.17
-0.74	-1.58	-0.20	-0.36	-1.08
-0.99	-0.19	-1.52	-0.36	-1.08
-0.45	-1.11	-0.98	0.53	0.04
0.57	0.43	-0.17	-1.25	-0.53
-0.39	-0.10	-0.40	-1.25	-0.69
0.45	0.15	0.05	-0.36	1.56
1.57	0.67	0.50	1.43	1.67
-0.74	0.78	-0.89	-1.25	-0.80
-0.39	-1.58	-0.77	-1.25	-1.30
0.45	0.59	-0.12	-1.48	0.04
0.08	-1.11	-0.59	-1.25	-1.30
-0.74	0.33	-0.74	-1.25	0.04
-1.60	-0.19	-1.72	-1.25	-1.30
-0.39	0.34	0.87	0.53	-0.09
0.45	1.57	2.85	-0.36	0.51
1.57	2.89	1.38	1.43	2.66
0.57	0.67	2.30	1.43	2.38
0.08	0.12	5.53	0.53	-0.42
0.45	1.26	1.19	1.43	0.04
-0.46	-0.18	1.57	0.53	0.46
0.45	1.57	2.04	1.43	2.38
0.57	-0.19	2.36	1.43	0.51
-0.74	0.34	0.80	1.43	0.90
1.57	0.26	1.19	1.43	2.82
1.57	1.57	3.76	1.43	0.95
0.45	0.16	1.39	1.43	1.89
1.57	-0.52	2.13	0.98	-0.04
-0.08	0.43	2.04	1.43	1.67
-0.76	-0.52	-1.08	-1.25	-1.30
-0.99	0.33	-1.24	0.53	-1.30
0.72	-0.84	-1.08	-0.36	0.04
0.74	1.06	0.42	1.43	-0.31
-0.76	-0.08	-1.35	-1.48	0.04
0.03	0.03	0.02	0.01	0.04
-1.32	-1.11	-2.23	0.53	-1.30
-0.43	-0.26	0.61	1.43	1.28
-0.74	-1.58	-0.90	-1.25	-1.30
-0.74	0.59	-0.86	-1.25	1.56
-1.82	-1.58	-1.72	-1.25	-1.30
-1.51	0.41	-1.27	-1.25	-1.30
1.57	-0.19	0.84	-0.36	0.04
0.57	-0.19	-0.16	0.53	1.56
-0.74	0.59	-0.90	-1.48	-1.30
1.57	0.59	1.52	0.53	2.00
0.57	0.78	0.64	1.43	-0.64
0.57	-0.15	-0.15	-0.36	0.57
-1.04	0.33	-1.07	-0.36	-1.13
-0.81	-0.19	-0.12	-0.36	-0.31
1.57	0.18	0.55	-1.25	-0.64
0.45	-1.58	0.26	0.53	1.56
0.72	0.78	0.75	-1.25	-0.31
-0.10	-1.11	0.00	-0.36	-0.69
-0.44	1.26	-0.71	-1.48	-1.30
0.45	-0.24	-0.41	-1.25	-1.30
1.57	-1.11	0.91	-0.36	0.07
1.57	0.78	0.99	0.98	-1.30
-0.99	0.41	-0.52	-1.25	-1.30
0.45	-0.64	0.54	-0.36	-0.31
0.45	-0.64	0.48	-1.25	-0.69
-0.39	-1.58	0.48	-1.48	-1.13
-0.74	-0.19	-0.78	0.53	-1.08
-0.38	0.78	0.64	0.53	-1.30
-0.74	0.78	0.12	0.98	-1.08
-0.52	-0.19	0.35	-1.25	-1.30
-0.39	-0.24	-1.33	1.43	-0.31
1.57	-0.24	0.39	-1.25	-0.04
-0.52	0.69	-0.37	0.53	-0.80
-0.10	1.26	-0.26	-1.48	-0.58
1.57	0.35	0.09	0.53	-0.69
-1.37	-0.64	-1.66	0.53	-0.31
-1.51	-1.11	-0.86	0.53	-0.04
0.45	0.33	0.72	-1.25	-0.04
-1.14	0.41	-0.32	-0.36	-0.80
0.00	2.89	0.96	-0.36	-0.04
-0.10	0.14	0.09	0.53	-0.42
0.57	-1.58	0.87	-0.36	0.04
1.14	0.59	0.43	-0.36	-0.47
-1.14	-1.58	-1.17	-1.25	-0.69
-0.08	1.26	-0.05	-1.25	-0.97
0.45	0.69	0.83	-0.36	1.61
0.03	0.03	-0.60	0.98	1.89
1.57	1.26	-0.22	-1.25	-0.80
-0.10	-0.19	-0.28	0.98	0.79
-0.10	0.33	0.06	0.53	-1.30
-0.74	-1.58	-1.66	-1.25	-1.30
-1.50	-1.58	-1.11	-0.36	-0.36
-0.10	-1.11	1.19	1.43	-1.30
-0.10	-0.37	0.71	0.98	-1.30
-0.10	-0.52	0.08	-1.25	-1.30
-1.51	-0.19	-2.39	0.53	-0.69
-0.39	1.06	-0.37	0.53	-0.36
-0.43	0.33	-0.97	0.53	-0.42
1.57	0.26	0.64	-1.25	-0.36
-0.44	-1.58	-0.85	-0.36	-0.69
0.45	0.56	1.83	0.53	2.38
1.57	0.69	0.52	0.53	-0.64
-0.39	-1.58	-0.08	-1.48	-1.30
-0.74	-1.58	-0.88	-1.25	-1.30
-0.44	-0.17	-0.26	-1.25	-1.30
0.07	0.22	1.63	0.98	-0.04
1.57	-0.64	0.23	-1.25	0.04
0.57	0.80	-0.12	-1.25	0.04
0.07	-1.11	0.01	-1.25	-0.42
-0.10	-0.01	0.69	-0.36	1.94
1.57	-1.11	1.72	0.53	-0.04
0.72	-0.19	-0.41	-0.36	-0.31
0.00	-0.15	-0.22	-1.25	-0.26
-0.67	-1.11	-0.04	-1.25	0.40
-0.10	0.33	-0.26	-0.36	-0.36
-0.10	-1.11	0.06	-1.25	0.40
0.45	0.90	-0.35	-1.25	-0.26
-0.62	-1.11	-0.76	-1.25	-0.58
-0.74	-0.19	-0.26	-0.36	-0.64
0.03	-0.24	-0.37	-0.36	-0.31
0.07	-0.19	0.66	-0.36	-0.69
-0.10	1.06	1.45	0.98	-0.80
-0.67	-0.52	-0.74	0.53	-0.36
0.57	0.10	0.27	-1.25	0.04
-0.74	-1.58	0.05	0.53	0.04
-2.20	-1.11	-1.07	-1.25	-0.58
0.27	0.03	-0.63	-0.36	-0.58
-0.10	-0.24	1.19	-0.36	1.61
0.57	1.26	0.70	0.53	1.56
0.57	1.26	0.84	1.43	1.67
1.57	0.67	0.45	-1.25	-0.80
1.57	1.26	1.90	1.43	2.38
-0.10	-0.15	0.92	0.53	-0.26
-0.74	-0.24	-1.40	-1.25	-0.97
0.45	0.18	0.84	0.98	1.17
0.60	-0.24	-0.30	1.43	0.90
-0.08	-0.15	0.87	-0.36	-0.04
1.57	-1.58	-0.06	-0.36	-0.58
-1.04	-1.58	-0.32	-0.36	-0.09
0.45	-1.11	0.77	0.98	0.07
-0.39	0.39	-0.20	-1.25	-0.42
1.57	1.06	1.42	-0.36	1.01
0.57	0.41	0.21	-0.36	0.40
-0.10	1.26	0.77	-1.25	1.23
-0.10	-1.58	-0.31	0.53	-0.80
0.60	0.80	0.24	-1.25	-0.47
1.57	1.57	0.90	1.43	-0.42
-0.43	0.90	0.61	-0.36	-0.53
-0.10	-0.10	0.57	-0.36	0.40
-0.74	-0.24	-1.40	0.53	0.04
-0.74	1.26	1.03	1.43	-0.26
0.45	-1.58	-0.52	0.53	-0.26
1.57	-0.37	0.36	0.53	0.04
-0.10	0.52	-0.12	0.98	0.04
0.45	0.78	-0.33	0.53	-0.47
0.45	0.28	1.63	-1.25	0.90
0.45	-0.52	0.23	-1.25	1.12
1.57	0.33	-0.13	-0.36	-0.64
-0.74	-0.84	0.01	1.43	2.27
-0.37	1.06	-0.39	-0.36	-0.31
0.45	0.33	1.09	-0.36	-0.04
0.45	-0.52	-0.32	-1.25	1.01
1.57	-0.24	0.55	-1.25	-0.04
0.74	-1.58	-1.07	-0.36	0.57
-0.10	0.33	-0.14	-1.25	0.04
-0.10	-1.58	1.08	0.98	-0.31
-0.10	0.41	-0.20	-1.48	-0.26
0.57	0.59	1.09	1.43	-0.26
0.45	0.69	0.23	-0.36	-0.47
1.57	1.26	1.73	1.43	2.27
0.45	0.26	0.91	0.53	1.94
-0.10	1.26	0.91	0.53	0.62
0.57	0.90	0.40	0.53	-0.31
0.57	1.05	1.19	0.98	2.44
0.08	1.18	0.41	1.43	2.71
0.45	2.89	1.05	0.98	0.13
0.45	1.26	2.48	1.43	1.94
1.57	0.69	1.33	1.43	1.61
-0.10	-0.28	1.44	0.98	-0.31
1.57	1.26	0.72	-0.36	1.83
1.57	0.59	1.90	0.53	1.17
1.57	2.89	2.64	1.43	2.44
-0.10	1.26	0.45	0.98	-0.04
-0.08	0.78	0.11	0.98	1.56
-0.11	1.06	-1.03	-1.48	0.04
0.03	0.03	0.63	1.43	-0.64
0.00	-1.11	1.70	0.98	-0.09
-0.99	-0.19	-0.36	1.43	-0.04
1.57	0.69	1.11	1.43	-0.09
1.57	0.90	2.84	-0.36	-0.04
1.57	1.57	1.53	0.53	-0.09
0.57	0.18	1.31	0.98	-0.80
0.72	-0.28	1.62	1.43	-0.26
-0.08	-0.39	1.45	0.98	1.28
0.57	0.22	0.23	-1.25	-0.04
-0.10	0.50	2.61	-1.25	-0.80
0.07	-1.58	0.46	0.53	1.23
-0.80	-1.58	-0.46	-1.25	-0.53
0.45	0.41	-0.05	0.98	0.40
0.09	0.93	0.31	0.53	-0.53
0.45	0.67	-0.12	0.53	-0.53
0.57	1.06	-0.07	0.53	0.40
0.57	-0.52	0.19	-1.25	-0.64
-1.06	2.89	-0.53	-0.36	0.51
-0.10	-1.58	-0.63	-1.25	-0.42
0.45	0.33	0.18	-0.36	-0.58
-1.37	0.69	-1.35	0.53	-0.64
0.57	0.78	0.41	0.98	-0.69
0.45	0.43	2.11	-0.36	-0.09
0.45	0.31	-0.05	0.98	-0.31
-1.51	-1.58	-1.66	-1.25	-1.13
1.57	1.06	1.54	0.53	0.04
-0.10	0.80	0.20	1.43	2.00
1.57	1.05	1.17	0.53	0.62
1.57	2.89	1.05	1.43	-0.80
0.57	0.48	1.30	1.43	0.04
1.57	0.34	1.13	0.53	0.46
-0.74	0.32	0.14	0.53	-1.19
1.57	0.03	0.28	0.53	0.04
0.57	0.18	0.45	-1.25	-0.31
-0.74	-1.58	-1.46	-0.36	-0.42
-0.74	0.78	-0.50	-0.36	-0.31
0.03	0.06	0.33	1.43	2.55
0.57	0.59	1.31	0.53	-0.09
-0.72	1.26	-0.33	0.53	0.73
0.57	-1.11	0.30	0.53	-0.64
0.28	0.03	0.69	-0.36	1.45
-0.91	-1.58	-0.61	-1.25	-0.58
0.45	-1.58	0.80	-1.25	0.40
-0.10	1.57	0.86	-0.36	-0.31
-0.10	0.67	-0.53	-1.48	0.04
-0.10	-1.58	0.44	-0.36	-0.04
-0.44	-1.58	0.28	0.53	-0.42
-0.11	-1.58	-0.37	0.98	0.07
-0.10	-0.39	0.49	-0.36	-0.53
-1.60	-1.58	-0.89	-1.25	-1.30
-0.69	-1.58	-0.52	-1.25	-1.30
-0.70	-0.08	-1.01	-0.36	-0.04
-0.99	-0.19	-0.92	-0.36	-0.69
-1.37	-1.58	-1.66	-1.25	-1.30
-0.10	-1.58	0.01	-0.36	1.56
0.45	0.12	0.00	-1.25	0.79
-0.10	-1.58	-0.28	-0.36	-0.36
-0.68	-1.58	-1.27	-1.48	-1.30
1.57	0.39	-0.53	0.53	0.04
1.26	3.18	0.37	-1.25	-1.08
-2.20	-1.58	-1.41	-1.25	-0.42
-0.39	-1.58	-0.52	-1.25	-0.42
0.45	0.67	0.39	1.43	-0.26
-0.10	1.26	-0.34	-1.25	-0.04
-0.76	0.67	-0.74	-0.36	-0.69
